idx,start,end,word
922,527.607,527.927,אמת.
923,528.836,529.176,אחד
924,529.276,529.576,כזה
925,529.756,530.156,מספר
926,530.216,530.256,על
927,530.316,530.576,נהג
928,530.636,531.457,מקליפורניה
929,531.917,532.317,שקיבל
931,532.337,532.717,לתיבת
932,532.737,533.057,הדואר
933,533.137,533.477,שלו
934,533.577,533.837,דוח
935,533.917,534.377,מהירות
936,534.577,534.937,בצירוף
937,535.037,535.558,התמונה
938,535.658,536.178,שצילמה
939,536.218,536.778,המצלמה
940,536.858,537.058,שעל
941,537.138,537.398,פניה
942,537.418,537.878,"חלף,"
943,538.358,538.858,והוראת
944,539.058,539.499,תשלום
945,539.559,539.959,קנס
946,540.019,540.859,בסך
947,NA,NA,40
948,540.939,541.299,"דולר,"
949,541.639,542.099,מדובר
950,542.199,542.579,בשנות
951,542.599,543.119,ה-60.
952,543.9,544.22,הנהג
953,544.26,544.68,הזועם
954,544.76,545.2,החזיר
955,545.22,545.32,את
956,545.36,545.82,המכתב
957,545.94,546.32,בצירוף
958,546.42,546.88,תצלום
959,546.96,547.1,של
960,547.18,547.38,שני
961,547.44,547.78,שטרות
962,547.84,548.001,של
963,NA,NA,20
964,548.421,548.741,"דולר,"
965,549.101,549.461,הקנס
966,549.521,550.161,המבוקש.
967,550.801,551.121,שבוע
968,551.201,551.581,מאוחר
969,551.621,551.941,יותר
970,552.262,552.522,קיבל
971,552.582,552.922,מכתב
972,552.982,553.302,תשובה
973,553.382,554.042,"מהמשטרה,"
974,554.402,554.902,וכשפתח
975,555.022,555.142,את
976,555.162,555.622,"המכתב,"
977,555.922,556.202,מצא
978,556.262,556.402,שם
979,556.503,556.843,צילום
980,556.923,557.083,של
981,557.183,557.443,זוג
982,557.463,557.923,אזיקים.
983,558.603,560.524,האתר
984,NA,NA,טופטנס
985,561.405,561.845,מדרג
986,561.905,562.065,בין
987,562.105,562.586,השאר
988,562.686,562.826,את
989,562.866,563.286,עשרת
990,563.306,563.887,המיתוסים
991,563.927,564.467,והאגדות
992,564.507,565.187,האורבניות
993,565.548,565.948,שזכו
994,565.988,566.388,לקהל
995,566.408,567.069,המעריצים
996,567.129,567.429,הרב
997,567.529,568.069,ביותר.
998,568.77,569.05,החל
999,569.11,569.69,בטענה
1000,569.831,570.151,שאם
1001,570.211,570.671,תשימו
1002,570.791,571.171,שן
1003,571.232,571.672,בכוס
1004,571.712,571.932,קולה
1005,572.012,572.452,בערב
1006,572.753,572.873,היא
1007,572.933,573.453,תעוכל
1008,573.553,573.713,עד
1009,573.753,574.214,הבוקר
1010,574.674,574.934,דרך
1011,574.994,575.454,סיפורי
1012,575.514,575.895,האימה
1013,576.035,576.135,על
1014,576.235,576.755,תנינים
1015,576.815,577.496,ששוחררו
1016,577.516,578.096,למערכת
1017,578.116,578.436,הביוב
1018,578.476,578.977,העירונית
1019,579.377,579.797,וכלה
1020,579.857,580.458,בסיפור
1021,580.518,580.958,שזכה
1022,581.078,581.458,במקום
1023,581.538,581.999,הראשון
1024,582.079,582.679,המכובד
1025,582.959,583.52,האגדה
1026,583.68,583.8,על
1027,583.9,584.14,שוד
1028,584.18,584.781,הכליה
1029,585.201,585.641,שזכתה
1030,585.701,586.102,להיות
1031,586.182,586.802,מונצחת
1032,586.982,587.142,גם
1033,587.202,587.703,בקולנוע.
1034,588.472,589.073,הסיפור
1035,589.153,589.553,הפציע
1036,589.673,590.174,כנראה
1037,590.234,591.475,בשנת
1038,NA,NA,"1997,"
1039,592.456,592.816,כאשר
1040,592.896,593.297,מכתב
1041,593.377,593.897,אזהרה
1042,594.217,594.518,החל
1043,594.538,594.838,לעשות
1044,594.858,594.918,את
1045,595.018,595.339,דרכו
1046,595.399,595.859,ברשת
1047,596.199,596.86,ולהתריע
1048,596.94,597.3,מפני
1049,597.4,597.621,פשע
1050,597.741,598.181,חדש.
1051,599.142,599.382,ברוב
1052,599.422,600.143,הגרסאות
1053,600.203,600.744,מסופר
1054,600.824,600.924,על
1055,601.044,601.224,איש
1056,601.264,601.725,עסקים
1057,601.765,602.265,"במסע,"
1058,602.706,603.146,המוצא
1059,603.166,603.246,את
1060,603.286,603.666,עצמו
1061,603.726,604.127,"בבר,"
1062,604.527,605.108,ונענה
1063,605.128,605.568,להצעה
1064,605.708,605.909,של
1065,605.969,606.289,"זר,"
1066,606.549,607.05,הפוצח
1067,607.07,607.25,איתו
1068,607.29,607.71,"בשיחה,"
1069,608.111,608.471,להרים
1070,608.531,608.731,עמו
1071,608.791,609.132,כוסית.
1072,609.87,610.111,עד
1073,610.171,610.552,מהרה
1074,610.652,611.253,מטשטש
1075,611.273,611.394,את
1076,611.414,611.875,הכרתו
1077,611.935,612.095,של
1078,612.115,612.496,הסוכן
1079,612.536,613.018,"הנוסע,"
1080,613.439,613.619,והוא
1081,613.659,614.18,מתעורר
1082,614.261,614.682,בחדר
1083,614.762,615.203,במלון
1084,615.283,615.584,בלתי
1085,615.624,616.045,"מוכר,"
1086,616.446,616.847,בדרך
1087,616.927,617.188,כלל
1088,617.268,617.549,בתוך
1089,617.609,618.17,אמבטיה
1090,618.23,618.511,מלאה
1091,618.651,618.992,קרח.
1092,619.893,620.253,פתק
1093,620.333,620.774,שהונח
1094,620.834,621.314,בסמוך
1095,621.634,622.015,מציע
1096,622.055,622.155,לו
1097,622.195,622.695,לצלצל
1098,622.735,623.296,לשירותי
1099,623.316,623.796,"החירום,"
1100,624.197,624.697,וכשאלה
1101,624.757,625.278,"מגיעים,"
1102,625.458,625.998,מתברר
1103,626.138,626.258,כי
1104,626.298,626.619,נפל
1105,626.699,627.079,קורבן
1106,627.199,627.64,לרשת
1107,627.68,628.12,נוכלים
1108,628.16,628.74,שסיממה
1109,628.8,629.101,אותו
1110,629.541,630.142,ושדדה
1111,630.202,630.662,מגופו
1112,630.742,631.183,כליה
1113,631.583,631.843,כדי
1114,631.903,632.424,למוכרה
1115,632.504,632.764,בשוק
1116,632.804,633.364,השחור.
1117,634.085,634.645,הסיפור
1118,634.685,634.966,מצוץ
1119,635.106,635.186,מן
1120,635.306,635.766,"האצבע,"
1121,636.147,636.667,וארגון
1122,636.727,637.047,בריאות
1123,637.087,637.768,"אמריקני,"
1124,638.068,638.549,שביקש
1125,638.609,638.829,ממי
1126,638.889,639.409,שנפגע
1127,639.449,639.79,משוד
1128,639.87,640.17,כליה
1129,640.23,640.61,לפנות
1130,640.63,640.931,"אליו,"
1131,641.331,641.431,לא
1132,641.491,641.872,קיבל
1133,641.932,642.232,ולו
1134,642.292,642.592,פנייה
1135,642.692,643.012,אחת.
1136,643.873,644.994,בשנת
1137,NA,NA,1981
1138,646.295,646.715,פורסם
1139,646.775,647.236,ספרו
1140,647.336,647.516,של
1141,647.596,647.876,יאן
1142,648.056,648.697,"ברונוונד,"
1143,649.017,649.737,הטרמפיסט
1144,649.758,650.338,"הנעלם,"
1145,650.778,651.139,אגדות
1146,651.179,651.819,אורבניות
1147,651.859,652.62,אמריקניות
1148,652.7,653.46,"ומשמעותן,"
1149,NA,NA,The
1150,NA,NA,Vanishing
1151,NA,NA,"Hitchhiker,"
1152,NA,NA,American
1153,NA,NA,Urban
1154,NA,NA,Legend
1155,NA,NA,and
1156,NA,NA,Their
1157,NA,NA,"Meanings,"
1158,658.905,659.345,שעורר
1159,659.445,659.865,מודעות
1160,659.945,660.366,ציבורית
1161,660.426,660.906,רחבה
1162,661.186,661.707,לתופעת
1163,661.767,662.207,האגדות
1164,662.247,662.928,האורבניות.
1165,663.448,663.848,ברון
1166,663.949,664.209,ונד
1167,664.229,664.67,הצביע
1168,664.73,665.21,בספרו
1169,665.27,665.37,על
1170,665.471,665.731,כך
1171,666.071,666.592,שאגדות
1172,666.652,667.333,אורבניות
1173,667.413,667.954,וסיפורים
1174,668.014,668.574,עממיים
1175,668.855,669.155,אינם
1176,669.255,669.836,ייחודיים
1177,669.876,670.377,לחברות
1178,670.437,671.218,"פרימיטיביות,"
1179,671.638,672.379,ומניתוחם
1180,672.459,672.76,אפשר
1181,672.8,673.16,ללמוד
1182,673.24,673.621,הרבה
1183,673.781,673.901,על
1184,673.921,674.462,התרבות
1185,674.502,674.642,של
1186,674.702,675.283,יוצריהם.
1187,675.256,675.836,אחד
1188,675.876,676.517,המאפיינים
1189,676.557,676.717,של
1190,676.737,677.057,אגדות
1191,677.077,677.677,אורבניות
1192,678.038,678.138,הוא
1193,678.158,678.598,היעדר
1194,678.678,679.038,פרטים
1195,679.118,679.819,ספציפיים
1196,679.879,680.019,של
1197,680.079,680.499,"מקום,"
1198,680.879,681.24,"זמן,"
1199,681.64,681.94,שמות
1200,681.96,682.661,המעורבים
1201,682.881,683.321,ומידע
1202,683.381,683.781,מזהה
1203,683.841,684.161,דומה.
1204,684.962,685.242,רבות
1205,685.322,685.542,מהן
1206,685.602,686.183,מעדיפות
1207,686.343,686.783,נושאי
1208,686.843,687.263,"אימה,"
1209,687.624,687.984,"פשע,"
1210,688.324,688.644,מזון
1211,688.744,689.225,מורעל
1212,689.405,689.525,או
1213,689.585,690.005,מצבים
1214,690.045,690.585,אחרים
1215,690.645,691.166,שעשויים
1216,691.226,691.806,להשפיע
1217,691.966,692.066,על
1218,692.126,692.527,אנשים
1219,692.587,692.927,רבים.
1220,693.687,693.807,על
1221,693.887,693.987,פי
1222,694.088,694.708,"ברונוונד,"
1223,695.048,695.228,כל
1224,695.288,695.388,מי
1225,695.448,695.809,שחש
1226,695.869,696.269,מאוים
1227,696.329,696.969,מהסיפור
1228,697.269,697.71,יחוש
1229,697.75,698.23,להזהיר
1230,698.25,698.37,את
1231,698.39,698.83,היקרים
1232,698.89,699.051,"לו,"
1233,699.391,699.691,וכך
1234,699.831,700.091,זוכה
1235,700.111,700.632,הסיפור
1236,700.712,701.372,בכנפיים
1237,701.412,702.032,המבטיחות
1238,702.092,702.172,את
1239,702.233,702.793,תפוצתו.
1240,703.944,704.404,בדומה
1241,704.484,705.184,"למיתוסים,"
1242,705.524,706.005,האגדות
1243,706.045,706.805,האורבניות
1244,706.925,707.185,זוכות
1245,707.245,707.625,לאוזן
1246,707.685,708.165,קשבת
1247,708.285,708.385,כי
1248,708.445,708.545,הן
1249,708.605,709.165,מחזקות
1250,709.205,709.685,השקפות
1251,709.725,710.046,עולם
1252,710.126,710.506,קיימות
1253,710.586,711.146,בציבור
1254,711.546,712.186,ומסייעות
1255,712.246,712.786,להסביר
1256,712.846,713.366,אירועים
1257,713.426,713.947,שנראים
1258,713.987,714.567,מורכבים
1259,714.607,715.087,להבנה.
1260,716.007,716.507,החוקרים
1261,716.647,716.767,גם
1262,716.787,717.227,מבינים
1263,717.267,717.567,כבר
1264,717.928,718.048,כי
1265,718.068,718.468,אגדות
1266,718.508,719.168,אורבניות
1267,719.268,719.728,מסייעות
1268,719.788,719.968,לנו
1269,720.028,720.748,להתמודד
1270,720.848,721.008,עם
1271,721.048,721.709,פחדינו
1272,721.749,722.349,המודחקים.
1273,723.209,723.629,סיפור
1274,723.729,723.849,על
1275,723.989,724.369,כלב
1276,724.489,725.029,שהוברח
1277,725.109,725.53,ממדינה
1278,725.57,726.07,אחרת
1279,726.338,726.818,והדקה
1280,726.818,727.33,חולדה
1281,727.33,727.97,מפותחת
1282,728.41,728.87,משקף
1283,728.99,729.291,פחד
1284,729.371,730.011,ממהגרים
1285,730.071,730.371,בלתי
1286,730.431,730.871,חוקיים.
1287,731.653,732.193,סיפור
1288,732.273,732.413,על
1289,732.533,732.854,נער
1290,732.974,733.414,שבלע
1291,733.494,733.914,בטעות
1292,734.014,734.414,ביצת
1293,734.474,734.894,נחש
1294,735.335,735.815,משקף
1295,735.915,736.235,פחד
1296,736.295,736.835,מחומרים
1297,736.895,737.376,הגורמים
1298,737.456,737.976,לזיהומי
1299,738.056,738.456,קיבה.
1300,739.356,739.897,וסיפור
1301,739.997,740.157,על
1302,740.197,740.697,הכלה
1303,740.777,741.297,שביטלה
1304,741.417,741.477,את
1305,741.557,741.858,טקס
1306,741.918,742.598,כלולותיה
1307,743.018,743.398,לאחר
1308,743.478,743.998,שגילתה
1309,744.079,744.179,כי
1310,744.239,744.679,חתנה
1311,744.719,745.259,המיועד
1312,745.579,745.939,שכב
1313,746.039,746.119,עם
1314,746.199,746.66,אחותה
1315,747.02,747.3,ימים
1316,747.36,747.76,ספורים
1317,747.82,748.12,לפני
1318,748.16,748.721,הטקס
1319,749.061,749.501,משקף
1320,749.561,749.961,חשש
1321,750.021,750.481,מפני
1322,750.621,750.762,אי
1323,750.802,751.382,נאמנות.
1324,752.322,752.882,באמצעות
1325,752.962,753.383,סיפורים
1326,753.443,753.823,כאלה
1327,754.243,754.463,אנו
1328,754.483,754.903,אמורים
1329,754.923,755.504,לרכוש
1330,755.524,755.744,רמה
1331,755.784,756.364,מסוימת
1332,756.424,756.604,של
1333,756.704,757.124,שליטה
1334,757.204,757.825,בפחדים
1335,758.205,758.905,ולהזהיר
1336,758.985,759.465,אחרים
1337,759.545,760.106,מפניהם.
1338,760.931,761.471,תיאוריות
1339,761.551,761.871,שונות
1340,761.951,762.672,בפסיכולוגיה
1341,762.712,763.312,חברתית
1342,763.672,764.072,מנסות
1343,764.132,764.673,להסביר
1344,764.693,764.753,את
1345,764.773,765.233,הדרך
1346,765.293,765.553,שבה
1347,765.593,766.093,מופצים
1348,766.153,766.753,רעיונות
1349,767.154,767.374,ואת
1350,767.414,767.874,הסיבה
1351,767.974,768.554,שבגללה
1352,768.614,768.714,הם
1353,768.774,769.314,מצליחים
1354,769.374,769.775,לקנות
1355,769.835,770.335,אחיזה
1356,770.395,771.095,בליבותיהם
1357,771.175,771.335,של
1358,771.415,771.915,אנשים.
1359,772.836,773.216,רובן
1360,773.316,773.916,מעריכות
1361,774.236,774.336,כי
1362,774.376,774.837,הפצת
1363,774.897,775.457,רעיונות
1364,775.597,775.997,ממלאת
1365,776.077,776.497,פונקציה
1366,776.557,777.198,חברתית
1367,777.478,777.938,במובן
1368,778.038,778.238,זה
1369,778.338,778.598,שהם
1370,778.658,779.018,נותנים
1371,779.058,779.539,מענה
1372,779.799,780.239,לצורך
1373,780.339,780.819,אמיתי
1374,780.899,781.059,של
1375,781.099,781.679,יחידים
1376,781.8,781.92,או
1377,781.98,782.34,חברה.
1378,783.189,783.769,ניסוח
1379,783.889,784.309,עממי
1380,784.349,784.509,של
1381,784.59,785.11,ממצאי
1382,785.15,785.53,מחקר
1383,785.63,786.09,"מדעי,"
1384,786.15,786.67,"למשל,"
1385,787.09,787.651,מסייע
1386,787.751,788.491,לאוכלוסייה
1387,788.511,788.971,הכללית
1388,789.331,789.992,להתמודד
1389,790.052,790.132,עם
1390,790.172,790.692,האיום
1391,790.872,791.272,הגלום
1392,791.352,791.932,במחקרים
1393,792.012,792.432,כאלה
1394,792.853,793.113,למי
1395,793.153,793.613,שאינם
1396,793.693,794.273,מיומנים
1397,794.393,794.813,בקריאת
1398,794.933,795.694,תוצאותיהם.
1399,796.574,797.014,שמועות
1400,797.114,797.654,מצידן
1401,797.995,798.475,נפוצות
1402,798.555,799.295,באוכלוסייה
1403,799.435,799.995,כתגובה
1404,800.075,800.856,לאי_וודאות
1405,800.916,801.476,"וחרדה,"
1406,802.056,802.556,ומחקר
1407,802.616,803.016,אחד
1408,803.337,803.877,אף_איתר
1409,803.977,804.377,קשר
1410,804.497,804.657,בין
1411,804.717,805.117,נטייה
1412,805.197,805.777,לחרדה
1413,805.877,806.218,בקרב
1414,806.318,806.898,נבדקים
1415,807.338,807.658,ובין
1416,807.698,808.198,נטייה
1417,808.278,808.839,להפצת
1418,808.919,809.319,שמועות.
1419,809.919,810.539,סיפורי
1420,810.659,811.479,"קונספירציה,"
1421,811.899,812.32,קרובי
1422,812.36,812.82,משפחה
1423,812.92,813.06,של
1424,813.08,813.58,"השמועות,"
1425,813.96,814.52,מבוססים
1426,814.56,814.68,על
1427,814.7,815.26,הרעיון
1428,815.32,816,שמאחורי
1429,816.1,816.401,אירוע
1430,816.461,817.081,"חברתי,"
1431,817.381,817.881,פוליטי
1432,817.961,818.121,או
1433,818.181,818.641,כלכלי
1434,818.721,819.141,חשוב
1435,819.541,820.001,עומדת
1436,820.161,820.501,תוכנית
1437,820.621,821.022,סודית
1438,821.222,821.702,שאינה
1439,821.722,822.042,ידועה
1440,822.062,822.642,לציבור.
1441,823.362,823.682,תוכנית
1442,823.862,824.062,זו
1443,824.382,824.822,מופעלת
1444,824.902,825.263,בידי
1445,825.323,825.683,גורמים
1446,825.783,826.463,ערמומיים
1447,826.563,826.923,בעלי
1448,827.043,827.343,כוח
1449,827.423,828.023,והשפעה
1450,828.383,828.623,כדי
1451,828.683,829.143,להשיג
1452,829.204,829.624,מטרה
1453,829.684,830.204,זדונית.
1454,830.884,831.084,גם
1455,831.204,831.664,סיפורים
1456,831.824,832.124,אלה
1457,832.184,832.744,מסבירים
1458,832.784,833.364,בדרכם
1459,833.505,833.785,עולם
1460,833.865,834.405,מורכב
1461,834.805,835.385,ומפשטים
1462,835.425,835.645,אותו
1463,835.685,836.065,מאוד
1464,836.405,836.945,באמצעות
1465,837.065,837.745,חלוקתו
1466,837.786,838.226,לכוחות
1467,838.426,838.886,חושך
1468,839.086,839.366,ואור.
1469,839.906,840.807,מעניינת
1470,840.907,841.587,במיוחד
1471,841.607,842.248,התיאוריה
1472,842.368,843.008,המייחסת
1473,843.048,843.649,לתופעה
1474,843.749,844.209,שורשים
1475,844.269,845.19,אבולוציוניים.
1476,845.91,846.791,בשנת
1477,,,1976
1478,172.764,173.084,פרסם
1479,173.124,173.625,הביולוג
1480,173.725,174.565,האבולוציוני
1481,174.605,175.186,והסופר
1482,175.226,175.646,הנודע
1483,175.886,176.287,ריצ'רד
1484,176.307,176.827,דוקינס
1485,177.147,177.227,את
1486,177.307,177.768,ספרו
1487,177.988,178.368,הגן
1488,178.428,178.989,האנוכי.
1489,179.769,180.31,בספר
1490,180.57,181.01,הציע
1491,181.03,181.511,לראשונה
1492,181.551,181.671,את
1493,181.691,182.251,האפשרות
1494,182.551,183.092,שמטען
1495,183.152,183.612,תרבותי
1496,183.652,184.133,בכלל
1497,184.473,185.093,ורעיונות
1498,185.173,185.614,בפרט
1499,186.014,186.614,מופצים
1500,186.955,187.295,בדומה
1501,187.355,187.915,לגנים
1502,188.015,188.196,או
1503,188.276,188.856,וירוסים
1504,189.256,189.877,באמצעות
1505,189.957,190.417,יחידות
1506,190.517,190.978,מידע
1507,191.178,191.618,שכינה
1508,191.918,192.299,ממז.
1509,193.008,193.448,המצאת
1510,193.528,194.169,"הגלגל,"
1511,194.409,194.769,טבעות
1512,194.829,195.389,ניסויים
1513,195.669,195.789,או
1514,195.93,196.19,פיסת
1515,196.31,196.79,רכילות
1516,196.83,197.35,"עסיסית,"
1517,197.73,198.031,כולן
1518,198.131,198.551,יחידות
1519,198.631,198.951,מידע
1520,199.031,199.672,תרבותי
1521,199.832,200.492,המופצות
1522,200.552,200.932,בדרך
1523,201.032,201.312,זאת.
1524,202.013,202.293,כדי
1525,202.393,202.793,שמם
1526,203.013,203.654,"יתפשט,"
1527,203.994,204.054,הוא
1528,204.134,204.454,זקוק
1529,204.514,204.874,לכמה
1530,204.954,205.575,מאפיינים
1531,205.675,206.135,המקנים
1532,206.175,206.355,לו
1533,206.535,207.075,דביקות.
1534,207.736,208.336,לבדיחת
1535,208.416,208.736,"פלה,"
1536,208.876,209.397,"למשל,"
1537,209.697,209.877,אין
1538,210.017,210.217,כל
1539,210.277,210.757,"דביקות,"
1540,211.158,211.358,והיא
1541,211.438,211.958,גוועת
1542,212.058,212.558,במוות
1543,212.638,213.039,עלוב
1544,213.079,213.179,על
1545,213.259,213.959,שפתותיו
1546,214.039,214.219,של
1547,214.239,214.739,המספר
1548,214.759,215.2,הראשון.
1549,215.992,216.692,רעיונות
1550,216.813,217.293,דביקים
1551,217.353,217.913,מנוסחים
1552,217.933,218.494,בפשטות.
1553,218.874,218.954,הם
1554,218.994,219.574,"מפתיעים,"
1555,219.814,220.575,"קונקרטיים,"
1556,220.835,221.315,"אמינים,"
1557,221.596,222.336,סיפוריים
1558,222.576,223.317,ורגשיים.
1559,223.937,224.097,את
1560,224.157,224.638,ההבחנה
1561,224.698,225.078,הזאת
1562,225.398,225.878,מציעים
1563,226.139,226.359,צ'יפ
1564,226.639,227.019,ודן
1565,227.079,227.359,היף
1566,227.76,228.18,בספר
1567,228.24,228.86,שפרסמו
1568,228.92,229.381,ב-2007
1569,230.001,230.401,"בשם,"
1570,230.882,231.082,ככה
1571,231.182,231.262,זה
1572,231.322,231.782,נדבק.
1573,232.283,232.623,מדוע
1574,232.703,232.923,יש
1575,233.003,233.483,רעיונות
1576,233.543,234.184,ששורדים
1577,234.544,235.124,ואחרים
1578,235.204,235.685,נעלמים?
1579,236.714,237.274,מחקר
1580,237.374,237.874,שערך
1581,237.914,238.294,היף
1582,238.414,238.554,עם
1583,238.634,239.094,עמיתים
1584,239.214,239.895,והתפרסם
1585,239.955,240.835,ב-2001
1586,241.275,241.775,התמקד
1587,241.835,242.455,באפשרות
1588,242.635,243.375,שתפוצתם
1589,243.455,243.615,של
1590,243.695,244.055,ממים
1591,244.475,244.915,כרוכה
1592,244.975,245.536,בתהליך
1593,245.616,246.096,בחירה
1594,246.436,246.976,המושפע
1595,247.036,247.496,בעיקר
1596,247.556,248.236,מיכולתם
1597,248.356,248.756,לעורר
1598,248.856,249.256,תגובה
1599,249.316,249.716,רגשית
1600,249.776,250.236,"חזקה,"
1601,250.676,251.037,רצוי
1602,251.117,251.537,כזאת
1603,251.577,252.237,המשותפת
1604,252.297,252.757,לרבים.
1605,253.537,253.877,ככל
1606,253.977,254.377,שמם
1607,254.657,255.157,מצליח
1608,255.197,255.637,להפיק
1609,255.717,256.077,תגובה
1610,256.137,256.498,רגשית
1611,256.558,256.998,חזקה
1612,257.018,257.358,"יותר,"
1613,257.778,257.978,כך
1614,258.038,258.478,גדלים
1615,258.538,258.998,סיכוייו
1616,259.038,259.658,"להיזכר,"
1617,260.078,260.458,להיות
1618,260.538,261.038,מועבר
1619,261.438,261.999,ולזכות
1620,262.059,262.639,בתחרות
1621,262.779,262.959,מול
1622,262.979,263.399,הממים
1623,263.479,264.039,האחרים.
1624,264.794,265.314,אגדות
1625,265.375,266.035,אורבניות
1626,266.175,266.315,הן
1627,266.355,266.756,"ממים,"
1628,267.176,267.557,והיפ
1629,267.597,268.217,וחבריו
1630,268.417,268.698,ניסו
1631,268.718,269.038,לבדוק
1632,269.098,269.218,את
1633,269.238,269.719,התיאוריה
1634,269.779,270.239,שלהם
1635,270.299,271.04,בעזרתן.
1636,271.741,271.841,הם
1637,271.901,272.461,השתמשו
1638,272.501,273.042,בסיפור
1639,273.162,273.262,על
1640,273.322,273.662,אדם
1641,273.722,274.203,ששתה
1642,274.263,274.623,משקה
1643,274.743,274.944,קל
1644,275.004,275.544,מבקבוק
1645,275.924,276.645,שבתחתיתו
1646,276.685,277.146,הבחין
1647,277.206,277.706,בעכבר
1648,277.786,278.066,"מת,"
1649,278.567,279.127,ויצרו
1650,279.208,279.568,שלוש
1651,279.628,280.088,גרסאות
1652,280.128,280.289,של
1653,280.309,280.809,הסיפור
1654,281.129,281.71,שנבדלו
1655,281.77,281.91,זו
1656,281.95,282.29,מזו
1657,282.471,282.651,רק
1658,282.751,283.191,ברמת
1659,283.211,283.732,הדחייה
1660,283.832,284.332,שעוררו.
1661,285.196,285.896,בגרסת
1662,285.916,286.376,הדחייה
1663,286.497,287.117,"ההקלה,"
1664,287.617,287.977,הבחין
1665,288.177,288.377,האיש
1666,288.457,288.878,בגווייה
1667,288.918,289.378,הקטנה
1668,289.618,290.078,בטרם
1669,290.138,290.458,הגיש
1670,290.538,290.658,את
1671,290.678,291.078,הבקבוק
1672,291.118,291.559,"לפיו,"
1673,291.999,292.339,ואילו
1674,292.399,292.939,בגרסה
1675,293.039,293.7,הכבדה...
1676,294.34,294.62,"טוב,"
1677,294.92,295.16,אתם
1678,295.24,295.46,כבר
1679,295.52,295.98,מבינים.
1680,296.741,297.221,כשניסו
1681,297.241,297.681,החוקרים
1682,297.721,298.161,לברר
1683,298.301,298.622,אילו
1684,298.642,299.162,רעיונות
1685,299.222,299.722,מצליחים
1686,299.762,300.142,לעבור
1687,300.222,300.622,"יותר,"
1688,301.063,301.183,הם
1689,301.263,301.603,גילו
1690,301.683,301.843,כי
1691,301.883,302.483,נבדקים
1692,302.603,302.863,נטו
1693,302.903,303.464,להעביר
1694,303.504,303.904,יותר
1695,304.244,304.684,דווקא
1696,304.804,304.924,את
1697,305.004,305.464,גרסת
1698,305.484,306.025,הסיפור
1699,306.125,306.805,המעוררת
1700,306.825,306.945,את
1701,306.965,307.425,הדחייה
1702,307.505,308.106,החזקה
1703,308.166,308.586,ביותר.
1704,309.226,309.846,מחקר
1705,309.946,310.346,משלים
1706,310.406,310.947,שערכו
1707,311.267,311.667,השווה
1708,311.747,311.927,בין
1709,312.007,312.427,אתרים
1710,312.507,312.887,שונים
1711,313.007,313.487,העוסקים
1712,313.527,314.007,באגדות
1713,314.047,314.708,אורבניות
1714,315.068,315.528,ומנע
1715,315.668,315.788,את
1716,315.848,316.408,שכיחותם
1717,316.568,317.128,היחסית
1718,317.348,317.549,של
1719,317.609,318.049,המוטיבים
1720,318.069,318.549,השונים
1721,318.849,319.389,המופיעים
1722,319.429,320.089,בסיפורי
1723,320.169,320.509,האגדה
1724,320.589,321.05,שבהם.
1725,321.93,322.09,גם
1726,322.23,322.39,כאן
1727,322.51,323.07,התברר
1728,323.37,323.49,כי
1729,323.53,323.95,הממים
1730,324.05,324.671,השורדים
1731,324.991,325.391,אינם
1732,325.451,326.151,בהכרח
1733,326.271,326.431,אלה
1734,326.511,327.191,שנאמנים
1735,327.231,327.672,"לאמת,"
1736,328.092,328.292,אלא
1737,328.392,328.672,אלה
1738,328.812,329.512,שמעוררים
1739,329.592,330.032,תגובה
1740,330.072,330.512,רגשית
1741,330.572,330.993,חזקה.
1742,331.833,332.253,דחייה
1743,332.473,332.593,היא
1744,332.633,333.033,מוטיב
1745,333.073,333.473,מוביל
1746,333.553,334.054,באגדות
1747,334.134,334.414,אלה
1748,334.814,335.054,כפי
1749,335.114,335.834,שמשתקף
1750,335.914,336.374,באגדה
1751,336.494,337.034,אורבנית
1752,337.114,337.775,פופולרית
1753,337.835,338.295,מיפן.
1754,338.977,339.377,אקה
1755,339.637,340.078,"מנטו,"
1756,340.498,340.998,שכמיה
1757,341.098,341.438,אדומה
1758,341.558,342.159,"ביפנית,"
1759,342.539,342.659,היא
1760,342.719,342.959,רוח
1761,342.999,343.72,המעדיפה
1762,343.78,344.5,להתבטא
1763,344.62,345.02,דווקא
1764,345.1,345.541,בחדרי
1765,345.601,346.161,"שירותים,"
1766,346.701,347.101,בדרך
1767,347.201,347.502,כלל
1768,347.862,348.462,במושב
1769,348.482,348.782,האסלה
1770,348.842,349.443,האחרון
1771,349.663,350.103,בשורה
1772,350.203,350.343,של
1773,350.403,350.803,שירותי
1774,350.863,351.404,הנשים.
1775,352.244,352.644,כאשר
1776,352.684,353.185,הקורבן
1777,353.225,353.865,האומלל
1778,353.885,354.385,יושבת
1779,354.425,354.565,על
1780,354.585,354.986,"האסלה,"
1781,355.426,355.526,היא
1782,355.586,356.026,שומעת
1783,356.126,356.326,קול
1784,356.386,357.007,מסתורי
1785,357.047,357.487,השואל
1786,357.527,357.787,אותה
1787,358.147,358.247,אם
1788,358.308,358.748,תעדיף
1789,358.808,359.048,נייר
1790,359.248,359.688,אדום
1791,359.828,359.928,או
1792,359.988,360.349,כחול.
1793,361.049,361.349,אם
1794,361.429,361.79,תשיב
1795,361.87,362.09,נייר
1796,362.27,362.69,"אדום,"
